Model,Location,Years_old,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Hyundai,Mumbai,4,29000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,595000.0
Audi,Delhi,9,58000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,1100000.0
Maruti,Coimbatore,4,60913,Petrol,Manual,First,20.73,1373.0,91.1,5.0,719000.0
Toyota,Delhi,9,65000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,640000.0
Mercedes-Benz,Chennai,5,26000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,2600000.0
Hyundai,Hyderabad,4,19947,Petrol,Manual,First,20.36,1197.0,78.9,5.0,450000.0
Hyundai,Chennai,9,70816,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,310000.0
Maruti,Delhi,5,54000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,595000.0
Maruti,Delhi,12,138000,Petrol,Manual,First,18.2,1061.0,64.0,5.0,120000.0
BMW,Chennai,6,35000,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,5200000.0
BMW,Hyderabad,9,124652,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,2199000.0
Maruti,Hyderabad,7,80264,Petrol,Manual,First,21.1,1197.0,85.8,5.0,430000.0
Nissan,Pune,7,125600,Diesel,Manual,First,21.64,1461.0,84.8,5.0,375000.0
Toyota,Mumbai,5,49000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,894999.9999999999
Toyota,Pune,8,111000,Diesel,Manual,First,23.59,1364.0,67.1,5.0,475000.0
Toyota,Coimbatore,4,33690,Petrol,Manual,First,14.28,1798.0,138.03,5.0,1460000.0
Audi,Mumbai,8,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,1750000.0
Maruti,Kolkata,8,38092,Diesel,Manual,First,20.77,1248.0,88.8,7.0,520000.0
Hyundai,Coimbatore,3,47774,Petrol,Manual,First,18.9,1197.0,82.0,5.0,604000.0
Tata,Chennai,11,167000,Diesel,Manual,Second,19.09,1396.0,69.0,5.0,270000.0
Maruti,Chennai,1,65000,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,675000.0
Volkswagen,Kolkata,9,46000,Petrol,Manual,First,15.26,1598.0,103.5,5.0,235000.0
Tata,Hyderabad,3,16500,Petrol,Manual,First,23.84,1199.0,84.0,5.0,500000.0
Honda,Kolkata,4,39000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,695000.0
Honda,Jaipur,2,6000,Petrol,Manual,First,19.5,1199.0,86.76,5.0,670000.0
Audi,Hyderabad,5,60000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,2500000.0
Volkswagen,Chennai,9,97320,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,375000.0
Volkswagen,Chennai,9,99807,Diesel,Manual,First,20.54,1598.0,103.6,5.0,375000.0
Honda,Pune,7,46000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,509999.99999999994
Maruti,Mumbai,10,12000,Petrol,Manual,First,22.5,998.0,67.04,5.0,245000.00000000003
Skoda,Kolkata,15,13002,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,325000.0
Honda,Kolkata,6,26000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,550000.0
Maruti,Kochi,6,68365,CNG,Manual,First,26.6,998.0,58.16,5.0,377000.0
Maruti,Kochi,4,51639,Petrol,Manual,First,22.74,796.0,47.3,5.0,304000.0
Hyundai,Delhi,5,21000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,490000.00000000006
Ford,Bangalore,7,90000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,625000.0
BMW,Hyderabad,5,36255,Diesel,Automatic,First,19.59,1995.0,184.0,5.0,3300000.0
BMW,Chennai,9,58000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,2700000.0
Honda,Coimbatore,6,48997,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,521000.0
Ford,Mumbai,6,31130,Petrol,Manual,First,15.85,1499.0,110.4,5.0,575000.0
Jaguar,Coimbatore,8,75668,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,1657999.9999999998
Toyota,Delhi,5,12000,Petrol,Manual,First,14.53,1798.0,138.0,5.0,1100000.0
Hyundai,Pune,6,90000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,280000.0
Mercedes-Benz,Kochi,1,17320,Diesel,Automatic,First,15.8,2148.0,170.0,5.0,3799000.0
Skoda,Delhi,9,85000,Diesel,Manual,Second,20.0,1968.0,108.5,5.0,365000.0
Ford,Hyderabad,13,130000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,600000.0
Ford,Coimbatore,7,60328,Petrol,Manual,First,15.6,1196.0,70.0,5.0,454000.0
Honda,Kochi,5,34327,Petrol,Manual,First,18.0,1198.0,86.7,5.0,540000.0
Tata,Mumbai,6,75000,Diesel,Manual,First,19.1,1405.0,70.0,5.0,330000.0
Volvo,Hyderabad,8,86000,Diesel,Automatic,Second,14.7,1985.0,163.0,5.0,1825000.0
Datsun,Bangalore,3,12000,Petrol,Manual,First,22.7,799.0,53.0,5.0,310000.0
Hyundai,Kochi,7,57759,Petrol,Manual,First,21.1,814.0,55.2,5.0,384000.0
Maruti,Kolkata,4,24300,Petrol,Manual,First,22.74,796.0,47.3,5.0,244000.0
Volkswagen,Bangalore,9,66000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,360000.0
Hyundai,Mumbai,5,75915,Petrol,Manual,First,20.36,1197.0,78.9,5.0,390000.0
Nissan,Chennai,7,107000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,290000.0
Toyota,Chennai,12,86000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,350000.0
Hyundai,Chennai,11,160000,Diesel,Manual,Second,18.1,1493.0,110.0,5.0,350000.0
Maruti,Jaipur,1,3000,Petrol,Manual,First,24.7,796.0,47.3,5.0,350000.0
Hyundai,Hyderabad,5,72495,Diesel,Manual,First,21.9,1396.0,88.76,5.0,700000.0
Hyundai,Chennai,4,33000,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,869999.9999999999
Audi,Hyderabad,6,60000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,4500000.0
Tata,Hyderabad,4,80103,Diesel,Manual,First,25.0,1396.0,69.0,5.0,180000.0
Chevrolet,Kolkata,13,42100,Petrol,Manual,First,18.0,995.0,62.0,5.0,99000.0
Hyundai,Kolkata,2,4500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,480000.0
Toyota,Mumbai,6,97000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,1795000.0
Hyundai,Kochi,3,51223,Petrol,Manual,First,18.9,1197.0,81.86,5.0,566000.0
Honda,Delhi,11,64000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,310000.0
Hyundai,Kochi,4,56911,Petrol,Manual,First,18.6,1197.0,81.86,5.0,654000.0
Toyota,Hyderabad,5,147848,Diesel,Manual,First,12.8,2494.0,102.0,8.0,1320000.0
Toyota,Kochi,1,14076,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,1939999.9999999998
Maruti,Ahmedabad,13,75180,Petrol,Manual,First,18.2,1061.0,64.0,5.0,165000.0
Maruti,Jaipur,7,92000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,434999.99999999994
Fiat,Hyderabad,5,57266,Diesel,Manual,First,20.5,1248.0,91.72,5.0,650000.0
Maruti,Delhi,13,64000,Petrol,Manual,First,18.2,998.0,67.1,5.0,111000.00000000001
Renault,Mumbai,7,41000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,550000.0
Mitsubishi,Delhi,8,45999,Diesel,Manual,First,10.5,2835.0,107.2,6.0,1100000.0
Maruti,Pune,5,50000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,390000.0
Tata,Pune,7,70000,Diesel,Manual,First,17.88,1405.0,48.21,5.0,180000.0
Hyundai,Kochi,4,37540,Petrol,Manual,First,18.6,1197.0,81.86,5.0,622000.0
Maruti,Hyderabad,6,44000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,430000.0
Hyundai,Hyderabad,3,22500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,599000.0
Hyundai,Delhi,3,17431,Petrol,Manual,First,18.6,1197.0,81.83,5.0,600000.0
Hyundai,Delhi,6,61566,Petrol,Manual,First,17.1,1591.0,121.3,5.0,585000.0
Land,Kochi,6,61730,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,1994000.0000000002
Maruti,Chennai,11,68000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,290000.0
Honda,Mumbai,6,29000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,425000.0
Toyota,Hyderabad,10,156210,Diesel,Manual,First,21.43,1364.0,87.2,5.0,599000.0
Honda,Kolkata,7,46500,Diesel,Manual,First,27.4,1498.0,98.6,5.0,330000.0
Audi,Coimbatore,11,52830,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,808000.0
Maruti,Jaipur,3,39867,Petrol,Manual,First,22.5,998.0,67.04,5.0,450000.0
Honda,Hyderabad,6,58972,Diesel,Manual,First,24.2,1498.0,98.6,7.0,650000.0
Honda,Bangalore,14,66000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,390000.0
Hyundai,Delhi,7,52000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,525000.0
Hyundai,Bangalore,6,58000,Diesel,Automatic,First,11.72,2199.0,194.3,7.0,1700000.0
Hyundai,Ahmedabad,8,58000,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,350000.0
Ford,Hyderabad,12,75000,Diesel,Manual,Second,17.7,1399.0,68.0,5.0,300000.0
Hyundai,Coimbatore,5,41008,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,487000.0
Hyundai,Jaipur,6,65000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,600000.0
Skoda,Mumbai,5,19000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,1550000.0
Ford,Pune,12,74000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,160000.0
Maruti,Pune,3,33000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,725000.0
Skoda,Mumbai,10,95000,Diesel,Manual,Second,17.0,1896.0,105.0,5.0,325000.0
Volkswagen,Kolkata,8,34000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,340000.0
Audi,Coimbatore,6,102865,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,3050000.0
Hyundai,Kochi,4,52378,Petrol,Manual,First,17.0,1591.0,121.3,5.0,797000.0
Mercedes-Benz,Delhi,8,38000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,1351000.0
Honda,Kochi,5,60334,Diesel,Manual,First,25.8,1498.0,98.6,5.0,543000.0
Ford,Chennai,10,107000,Petrol,Manual,First,16.6,1388.0,68.0,5.0,260000.0
Maruti,Kolkata,3,2196,Petrol,Manual,First,22.74,796.0,47.3,5.0,275000.0
BMW,Kolkata,10,24000,Petrol,Automatic,First,10.6,2996.0,258.0,5.0,875000.0
Fiat,Coimbatore,5,44846,Petrol,Manual,Second,14.6,1368.0,88.7,5.0,541000.0
Maruti,Kochi,2,64035,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,855000.0000000001
Mahindra,Mumbai,6,45600,Diesel,Manual,First,15.1,2179.0,140.0,7.0,825000.0
Volvo,Kochi,6,102001,Diesel,Automatic,First,11.1,2400.0,200.0,7.0,2358000.0
Hyundai,Coimbatore,6,47439,Petrol,Manual,First,20.36,1197.0,78.9,5.0,449000.0
Toyota,Hyderabad,10,193254,Diesel,Manual,First,11.5,2982.0,171.0,7.0,1299000.0
Tata,Bangalore,4,29000,Petrol,Automatic,First,21.9,624.0,37.48,4.0,280000.0
Renault,Coimbatore,4,51681,Diesel,Manual,First,19.98,1461.0,108.5,8.0,843000.0
Audi,Hyderabad,5,50000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,4750000.0
Honda,Mumbai,4,42666,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,894999.9999999999
Renault,Jaipur,7,65000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,550000.0
Honda,Jaipur,6,18776,Petrol,Manual,First,17.8,1198.0,86.7,5.0,475000.0
Honda,Jaipur,4,6714,Petrol,Manual,First,18.0,1198.0,86.7,5.0,475000.0
BMW,Pune,11,40000,Petrol,Automatic,Second,12.05,1995.0,154.0,5.0,950000.0
Maruti,Coimbatore,9,88539,Diesel,Manual,First,23.2,1248.0,73.94,5.0,377000.0
Honda,Delhi,8,65055,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,425000.0
BMW,Mumbai,6,23000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,1989999.9999999998
Volkswagen,Chennai,11,60000,Diesel,Manual,First,15.0,1896.0,105.0,5.0,400000.0
Maruti,Kochi,7,59350,Petrol,Manual,First,19.1,1197.0,85.8,5.0,416000.0
Jaguar,Bangalore,5,19000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,3800000.0
Hyundai,Kochi,4,45560,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,634000.0
Toyota,Pune,11,118000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,450000.0
Maruti,Chennai,4,55000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,375000.0
Audi,Delhi,8,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,1019999.9999999999
Toyota,Chennai,13,145000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,500000.0
Maruti,Mumbai,12,46810,Petrol,Manual,First,9.8,1995.0,163.5,5.0,395000.0
Volkswagen,Coimbatore,4,62767,Diesel,Manual,First,20.34,1498.0,103.2,5.0,975000.0
Hyundai,Kochi,2,18553,Petrol,Manual,First,18.6,1197.0,81.86,5.0,793000.0
Ford,Hyderabad,9,143143,Diesel,Manual,First,17.8,1399.0,67.0,5.0,210000.0
Mitsubishi,Coimbatore,5,53497,Diesel,Manual,First,13.5,2477.0,175.56,7.0,1642000.0000000002
Hyundai,Bangalore,9,148000,Diesel,Manual,Second,14.66,2199.0,194.3,7.0,890000.0
Mahindra,Pune,8,95000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,721000.0
Toyota,Chennai,5,100000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,1350000.0
Mercedes-Benz,Chennai,4,29000,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,6500000.0
Mahindra,Bangalore,6,87000,Diesel,Manual,First,12.05,2179.0,120.0,7.0,740000.0
Honda,Kochi,6,56838,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,515000.00000000006
Mercedes-Benz,Pune,7,100000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,3200000.0
Honda,Kolkata,9,125000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,325000.0
Maruti,Kolkata,3,17000,Petrol,Automatic,First,22.5,998.0,67.0,5.0,395000.0
Tata,Pune,7,70000,Petrol,Manual,Second,15.4,1193.0,65.0,5.0,150000.0
Hyundai,Pune,10,50000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,300000.0
Honda,Kolkata,10,39800,Petrol,Manual,First,16.0,1198.0,90.0,5.0,199000.0
Maruti,Kolkata,10,60000,Petrol,Manual,First,19.0,998.0,66.1,5.0,135000.0
BMW,Hyderabad,11,58000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,1350000.0
Skoda,Hyderabad,10,110009,Diesel,Manual,First,17.67,1968.0,138.08,5.0,699000.0
Nissan,Hyderabad,7,85000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,850000.0
Volkswagen,Pune,10,84000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,289000.0
BMW,Mumbai,9,51000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,1050000.0
Nissan,Kochi,7,68880,Petrol,Manual,First,16.95,1498.0,97.7,5.0,397000.0
Maruti,Chennai,3,5500,Petrol,Automatic,First,24.07,998.0,67.1,5.0,425000.0
Maruti,Coimbatore,4,40052,Petrol,Manual,First,21.1,1197.0,85.8,5.0,617000.0
Audi,Coimbatore,4,47293,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,3872000.0
Hyundai,Hyderabad,7,79663,Diesel,Manual,First,16.8,1493.0,110.0,5.0,650000.0
Honda,Jaipur,7,63000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,425000.0
Honda,Kolkata,6,45000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,475000.0
Toyota,Kochi,6,56501,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,1771000.0
Volkswagen,Jaipur,5,58000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,585000.0
BMW,Coimbatore,9,51602,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,1727000.0
BMW,Hyderabad,13,74199,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,925000.0
Hyundai,Ahmedabad,3,25000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,1275000.0
BMW,Pune,4,70000,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,2700000.0
Mercedes-Benz,Bangalore,7,25000,Diesel,Automatic,Second,14.84,2143.0,167.62,5.0,2100000.0
Maruti,Hyderabad,3,22000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,795000.0
Maruti,Hyderabad,5,47020,Petrol,Manual,Second,23.1,998.0,67.04,5.0,450000.0
BMW,Mumbai,3,8000,Diesel,Automatic,First,19.59,1995.0,187.74,5.0,3375000.0
Honda,Kochi,3,36973,Petrol,Manual,First,18.2,1199.0,88.7,5.0,680000.0
Tata,Coimbatore,6,42083,Petrol,Manual,First,25.4,624.0,37.48,4.0,168000.0
Maruti,Chennai,4,61000,Petrol,Manual,First,24.7,796.0,47.3,5.0,290000.0
Maruti,Mumbai,6,43628,Petrol,Manual,First,22.5,998.0,67.04,5.0,316000.0
Hyundai,Jaipur,6,60000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,390000.0
Chevrolet,Delhi,10,54000,Petrol,Manual,Second,17.8,1199.0,76.8,5.0,195000.0
Jaguar,Kochi,5,27001,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,2652000.0
Volkswagen,Chennai,10,52000,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,900000.0
Hyundai,Hyderabad,8,80000,Diesel,Manual,First,21.27,1396.0,88.76,5.0,450000.0
Mitsubishi,Chennai,12,160000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,875000.0
Maruti,Chennai,2,3300,Diesel,Automatic,First,24.3,1248.0,88.5,5.0,1150000.0
Maruti,Delhi,4,35027,Petrol,Manual,First,24.07,998.0,67.1,5.0,300000.0
Hyundai,Coimbatore,5,26568,Petrol,Manual,First,21.1,814.0,55.2,5.0,379000.0
Maruti,Ahmedabad,5,59000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,600000.0
Hyundai,Bangalore,4,51000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1325000.0
Skoda,Delhi,8,56400,Diesel,Automatic,First,17.2,1968.0,138.1,5.0,800000.0
Volkswagen,Hyderabad,5,80000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,580000.0
Toyota,Hyderabad,7,107000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,1350000.0
Mercedes-Benz,Pune,6,100000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,2500000.0
Volkswagen,Kochi,4,59998,Diesel,Manual,First,20.14,1498.0,88.8,5.0,549000.0
Audi,Hyderabad,7,105000,Diesel,Automatic,First,17.32,1968.0,150.0,5.0,1900000.0
Hyundai,Kolkata,9,36000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,250000.0
Hyundai,Kolkata,5,24350,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,300000.0
Tata,Kochi,2,28973,Diesel,Manual,First,24.7,1047.0,69.0,5.0,664000.0
Hyundai,Kochi,3,8243,Petrol,Manual,First,21.1,814.0,55.2,5.0,321000.0
Hyundai,Chennai,11,136642,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,155000.0
Hyundai,Hyderabad,9,60000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,259000.0
Mahindra,Chennai,12,100000,Diesel,Manual,Second,12.7,2609.0,120.0,8.0,400000.0
Honda,Jaipur,10,48689,Petrol,Manual,First,17.4,1497.0,117.3,5.0,387000.0
Maruti,Bangalore,3,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,975000.0
Audi,Kochi,1,38163,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,3290999.9999999995
Mercedes-Benz,Chennai,9,43800,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,1675000.0
Honda,Jaipur,13,92000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,190000.0
Hyundai,Kochi,3,14064,Petrol,Manual,First,18.6,1197.0,81.83,5.0,659000.0
Audi,Coimbatore,3,42366,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,3193000.0
Honda,Jaipur,6,76551,Diesel,Manual,First,25.1,1498.0,98.6,5.0,725000.0
Hyundai,Pune,12,72672,Petrol,Manual,First,19.81,1086.0,68.05,5.0,190000.0
Maruti,Kolkata,5,45000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,355000.0
Ford,Hyderabad,8,91696,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,925000.0
Ford,Kochi,11,66484,Petrol,Manual,First,13.8,1299.0,70.0,5.0,165000.0
BMW,Coimbatore,1,15456,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,3664000.0
Mercedes-Benz,Mumbai,9,55000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,1600000.0
Maruti,Kochi,1,21112,CNG,Manual,First,15.1,1196.0,73.0,5.0,538000.0
Honda,Ahmedabad,6,61297,Diesel,Manual,First,25.8,1498.0,98.6,5.0,434999.99999999994
Maruti,Hyderabad,14,80000,Petrol,Manual,Second,17.3,993.0,60.0,5.0,120000.0
Hyundai,Jaipur,7,59000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,409999.99999999994
BMW,Chennai,11,150000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,1875000.0
Hyundai,Coimbatore,3,60083,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1378000.0
Maruti,Kolkata,4,85450,Diesel,Manual,First,26.59,1248.0,74.0,5.0,400000.0
Maruti,Jaipur,7,88000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,433000.0
Hyundai,Kochi,5,81828,Diesel,Manual,First,24.0,1186.0,73.97,5.0,543000.0
Ford,Mumbai,4,18000,Petrol,Manual,First,18.16,1196.0,86.8,5.0,490000.00000000006
BMW,Chennai,3,15000,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,7000000.0
Mercedes-Benz,Kolkata,4,34000,Diesel,Automatic,First,11.78,2143.0,167.62,5.0,2550000.0
Hyundai,Ahmedabad,5,46000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,509999.99999999994
Hyundai,Hyderabad,7,48158,Diesel,Manual,First,22.32,1582.0,126.32,5.0,670000.0
BMW,Hyderabad,7,93000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,2650000.0
Nissan,Ahmedabad,7,71007,Diesel,Manual,First,23.08,1461.0,63.1,5.0,390000.0
Maruti,Pune,10,63067,Petrol,Manual,Second,15.5,1586.0,103.3,5.0,270000.0
Tata,Hyderabad,9,70259,Diesel,Manual,First,21.12,1248.0,88.8,5.0,295000.0
Audi,Ahmedabad,5,13000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,2300000.0
Maruti,Pune,11,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,249000.00000000003
Maruti,Jaipur,5,130000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,450000.0
Toyota,Delhi,9,89401,Diesel,Manual,First,21.43,1364.0,87.2,5.0,450000.0
Honda,Hyderabad,5,67000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,690000.0
Skoda,Jaipur,10,72000,Petrol,Manual,First,16.25,1198.0,73.9,5.0,221000.0
Land,Mumbai,9,82000,Diesel,Automatic,Second,12.35,2179.0,187.74,5.0,1390000.0
Ford,Pune,10,85000,Petrol,Manual,First,15.3,1596.0,101.0,5.0,146000.0
Hyundai,Pune,8,83000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,600000.0
Renault,Jaipur,4,26000,Petrol,Manual,First,21.7,999.0,67.0,5.0,300000.0
Tata,Delhi,8,27000,Diesel,Manual,First,22.3,1248.0,88.8,5.0,350000.0
Hyundai,Kochi,2,37746,Diesel,Manual,First,21.19,1396.0,88.73,5.0,759000.0
Maruti,Mumbai,11,63274,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,199000.0
Renault,Hyderabad,4,25000,Petrol,Manual,First,25.17,799.0,53.3,5.0,380000.0
Mahindra,Bangalore,7,197000,Diesel,Manual,First,11.68,2498.0,112.0,7.0,400000.0
Hyundai,Bangalore,7,45010,Petrol,Manual,Second,21.1,814.0,55.2,5.0,295000.0
Honda,Delhi,7,75348,Diesel,Manual,First,25.8,1498.0,98.6,5.0,375000.0
Volkswagen,Kolkata,10,90110,Diesel,Manual,First,22.07,1199.0,73.9,5.0,250000.0
Honda,Pune,9,102013,Petrol,Manual,First,17.0,1497.0,118.0,5.0,375000.0
Toyota,Pune,5,36000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,2200000.0
Honda,Kochi,3,37578,Petrol,Manual,First,18.0,1198.0,86.7,5.0,614000.0
BMW,Pune,5,46001,Diesel,Automatic,First,20.58,1995.0,143.0,5.0,1600000.0
Maruti,Hyderabad,6,46559,Petrol,Automatic,First,23.1,998.0,67.04,5.0,375000.0
Toyota,Mumbai,5,48000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,1175000.0
Jaguar,Pune,7,46000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,2400000.0
Honda,Hyderabad,3,15000,Petrol,Manual,First,17.5,1199.0,88.7,5.0,890000.0
BMW,Chennai,8,85000,Diesel,Automatic,Third,17.05,1995.0,184.0,5.0,1000000.0
Skoda,Mumbai,6,32000,Petrol,Automatic,First,14.3,1598.0,103.5,5.0,555000.0
Volkswagen,Kochi,8,60818,Petrol,Manual,First,16.09,1598.0,103.5,5.0,359000.0
Ford,Coimbatore,1,35188,Diesel,Manual,First,22.77,1498.0,98.59,5.0,1113000.0
Mahindra,Jaipur,8,110000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,720000.0
Ford,Mumbai,6,61000,Diesel,Manual,First,18.6,1388.0,67.0,5.0,298000.0
Hyundai,Pune,10,75000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,170000.0
Mercedes-Benz,Delhi,5,55000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,5200000.0
Maruti,Pune,17,69966,Petrol,Manual,First,19.7,796.0,46.3,5.0,95000.0
Honda,Mumbai,4,42000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,925000.0
Hyundai,Bangalore,6,48000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,1625000.0
Mercedes-Benz,Kolkata,5,35000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,2099000.0
Toyota,Chennai,15,128000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,425000.0
BMW,Bangalore,12,78000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,720000.0
Maruti,Hyderabad,9,53080,Petrol,Manual,First,18.6,1197.0,85.8,5.0,440000.00000000006
Volkswagen,Pune,9,66000,Petrol,Manual,Second,15.04,1598.0,103.6,5.0,425000.0
Maruti,Ahmedabad,8,25000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,535000.0
